# Name of benchmark/experiment: FILLET Experiment 1 (warm start)
# Model: AVALON (Albedo-feedback Variable Axial-tilt Latitudinal Outgoing-Net EBM)
# Mode: seasonal
# Ice line definition: latitude where annual-mean surface temperature crosses 0.0 °C
# Ice-free convention: NMaxLand=NMinLand=NMaxSea=NMinSea=90; SMaxLand=SMinLand=SMaxSea=SMinSea=-90
# Case Inst Obl XCO2 Tglob IceLineNMaxLand IceLineNMinLand IceLineNMaxSea IceLineNMinSea IceLineSMaxLand IceLineSMinLand IceLineSMaxSea IceLineSMinSea Diff OLRglob
114 0.8 60.0 280.0 222.59212537790302 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 108.88425075580611
115 0.825 60.0 280.0 224.2934597174932 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 112.2869194349864
116 0.85 60.0 280.0 280.22380994995115 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 224.1476198999024
117 0.875 60.0 280.0 283.5201088058213 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 230.74021761164266
118 0.9 60.0 280.0 286.8163951157079 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 237.33279023141583
119 0.925 60.0 280.0 290.1126618895782 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 243.9253237791564
120 0.95 60.0 280.0 293.4088995887209 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 250.51779917744182
121 0.975 60.0 280.0 296.70517531852425 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 257.1103506370485
122 1.0 60.0 280.0 300.00141164429175 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 263.7028232885835
123 1.025 60.0 280.0 303.2971814286102 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 270.29436285722034
124 1.05 60.0 280.0 306.5931482176978 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 276.88629643539565
125 1.075 60.0 280.0 309.889401321143 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 283.478802642286
126 1.1 60.0 280.0 313.1856836633258 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 290.07136732665174
127 1.125 60.0 280.0 316.48192377432537 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 296.66384754865084
128 1.15 60.0 280.0 319.77828278062066 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 303.2565655612414
129 1.175 60.0 280.0 323.0744804146933 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 309.8489608293867
130 1.2 60.0 280.0 326.37078056783275 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 316.44156113566555
131 1.225 60.0 280.0 329.6670879640839 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 323.03417592816794
132 1.25 60.0 280.0 332.9633119862948 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 329.62662397258964
133 0.8 70.0 280.0 222.59233376677713 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 108.88466753355432
134 0.825 70.0 280.0 224.29362945997212 90.0 0.0 90.0 0.0 0.0 -90.0 0.0 -90.0 0.5 112.28725891994428
135 0.85 70.0 280.0 280.22424359181895 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 224.1484871836379
136 0.875 70.0 280.0 283.5205551998738 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 230.7411103997477
137 0.9 70.0 280.0 286.8168542613621 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 237.33370852272418
138 0.925 70.0 280.0 290.11313378610095 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 243.92626757220197
139 0.95 70.0 280.0 293.4093842351912 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 250.51876847038244
140 0.975 70.0 280.0 296.7056727075588 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 257.1113454151176
141 1.0 70.0 280.0 300.0019217575097 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 263.7038435150194
142 1.025 70.0 280.0 303.297703941033 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 270.29540788206594
143 1.05 70.0 280.0 306.59368383657664 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 276.88736767315334
144 1.075 70.0 280.0 309.88994972443743 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 283.4798994488749
145 1.1 70.0 280.0 313.186244832923 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 290.0724896658461
146 1.125 70.0 280.0 316.48258670232156 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 296.6651734046432
147 1.15 70.0 280.0 319.77886946994687 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 303.2577389398937
148 1.175 70.0 280.0 323.07507985813527 90.0 90.0 90.0 90.0 -90.0 -90.0 -90.0 -90.0 0.5 309.8501597162706
